-0.062895907	-0.307429012	1
-1.365444727	-1.105923652	1
-0.914040622	-0.8107918	1
-0.983342701	-0.959472973	0
0.733183937	-0.442660971	1
-0.420365877	-0.4258881	1
1.087547453	1.024893425	1
-1.250525523	-1.057736156	1
-0.771107525	-0.881129645	0
-0.178474732	-0.253985501	1
0.375392065	0.453500581	1
1.185134159	1.362769044	1
0.928837411	0.725653932	1
1.022271016	1.252624618	1
-1.015307809	-0.942589682	0
-1.293974922	-1.026244236	1
-0.11415656	-0.162888608	1
-0.33830213	-0.378087076	0
0.781713999	0.839022636	1
-1.31614154	-1.240570382	0
1.81672088	1.79202865	1
0.226008823	0.254556007	1
-1.235451925	-1.124827638	1
2.217756542	2.607075319	1
0.017622522	0.03407944	1
2.617558555	2.716910568	1
1.449325893	1.730524444	1
0.126612578	0.132364707	1
0.24397117	0.265829938	1
0.054880414	0.155100283	1
-0.201408892	-0.254957202	1
-0.705425453	-0.823180978	1
-1.150622235	-1.057979081	1
0.10504883	0.059685949	1
-0.077700633	-0.063940818	0
1.230214469	0.850517407	1
-0.495752472	-0.621023168	1
0.707784338	0.679122743	1
0.422752672	0.482916596	0
-1.269741057	-1.29264468	0
-0.565824885	-0.712926131	1
-0.120953727	-0.161408973	1
0.414266912	0.378867381	1
-0.464513971	-0.528479766	1
2.532604198	2.45264124	1
-0.448460711	-0.427842543	1
0.193628777	0.076061305	1
0.316230845	0.395772756	1
0.972223546	1.168186079	1
-0.370252351	-0.425821848	1
-1.550199102	-1.35012958	0
-1.545293345	-1.293285118	0
0.367437537	0.263356519	1
-0.270665384	-0.294620237	1
-1.290628438	-1.183195902	0
-0.291680223	-0.27166382	0
1.185594685	0.560729907	1
-0.128906394	-0.226247877	1
-0.27002344	-0.320138409	0
-1.41082368	-1.190207603	0
0.202969533	0.13113904	1
-0.831628922	-0.774684304	1
1.125807337	1.368820086	1
0.376316837	0.495637035	1
-0.493391233	-0.676509458	1
-1.191979268	-1.058177838	0
-0.1982522	-0.26152722	1
-0.775504379	-0.83882756	1
0.075750118	0.119743646	1
-0.880821397	-1.141346541	1
-0.461817805	-0.47307077	1
0.933787826	1.192876098	1
0.305797854	0.194089754	1
-0.575355433	-0.504297681	1
-1.221608256	-1.164336085	0
-2.150718507	-1.812338656	0
0.344468024	0.326969756	1
0.434732843	0.400587088	1
0.017386212	0.005756588	1
1.519474594	1.457035006	1
0.687884063	0.764974664	1
-0.006468999	-0.09695654	1
-1.054959502	-0.849593556	0
-0.580453773	-0.5775175	1
-1.101118092	-0.675537758	0
-0.723680862	-0.972414253	0
0.971385297	1.189508273	1
-0.731383264	-0.825974616	0
0.433827608	0.56419711	1
1.585495315	1.863448614	1
1.280780147	1.406926193	1
0.4849301	0.573781607	1
2.995026486	3.519071168	1
-1.714642917	-1.491655506	0
-0.288201629	-0.340787039	1
0.128568182	0.135798784	1
0.45968308	0.570932759	1
0.981923418	0.818329838	1
-0.228317524	-0.216840053	1
0.911768204	0.725874773	1
0.587030884	0.618314186	1
-1.010259707	-1.032869464	1
-0.328554809	-0.391458996	1
0.143819478	0.252877616	1
0.2181464	0.234338018	1
1.925406711	-0.026651823	1
-0.761181577	-0.79811553	1
-1.576983998	-1.359283438	0
-0.82366323	-0.834995969	0
-0.328771582	-0.529782728	1
-0.565541127	-0.736633408	1
-0.663949336	-0.707305729	1
0.033622752	0.04103593	1
-0.552455696	-0.483130076	1
1.428803211	1.770099143	1
-0.334271835	-0.502983678	0
2.117429013	2.318568696	1
-0.924879247	-0.86255692	1
0.089143496	0.080511251	1
-0.504308939	-0.439193768	0
0.722817931	0.656718428	1
-0.478517662	-0.495949893	1
-0.446011088	-0.539875159	1
-1.887989291	-1.547749108	0
-1.734803691	-1.469505158	0
-0.40219513	-0.381145723	0
0.198373584	0.104836882	1

